from_bus,to_bus,Yff_r,Yff_i,Yft_r,Yft_i,Ytf_r,Ytf_i,Ytt_r,Ytt_i,rate_a
234.0,235.0,1.6398453,-9.357594,-1.6398453,9.365378,-1.6398453,9.365378,1.6398453,-9.357594,49.0
234.0,347.0,1.2344928,-7.040976,-1.2344928,7.051316,-1.2344928,7.051316,1.2344928,-7.040976,49.0
235.0,1275.0,1.6379331,-9.349636,-1.6379331,9.357426,-1.6379331,9.357426,1.6379331,-9.349636,49.0
236.0,300.0,3.242016,-19.456486,-3.242016,19.45988,-3.242016,19.45988,3.242016,-19.456486,49.0
237.0,347.0,1.0984864,-4.7896643,-1.0984864,4.804724,-1.0984864,4.804724,1.0984864,-4.7896643,74.5
1261.0,237.0,3.8951817,-17.367413,-3.8951817,17.371433,-3.8951817,17.371433,3.8951817,-17.367413,74.5
238.0,344.0,5.128468,-30.768663,-5.128468,30.77081,-5.128468,30.77081,5.128468,-30.768663,49.0
238.0,350.0,2.5884128,-14.786,-2.5884128,14.79093,-2.5884128,14.79093,2.5884128,-14.786,49.0
238.0,351.0,3.59247,-21.556538,-3.59247,21.559597,-3.59247,21.559597,3.59247,-21.556538,49.0
239.0,306.0,3.2327209,-18.470757,-3.2327209,18.4747,-3.2327209,18.4747,3.2327209,-18.470757,110.5
239.0,326.0,6.2227216,-25.803923,-6.2227216,25.807028,-6.2227216,25.807028,6.2227216,-25.803923,74.5
239.0,354.0,3.808014,-9.302116,-3.808014,9.308142,-3.808014,9.308142,3.808014,-9.302116,49.0
362.0,239.0,1.8760442,-7.7726827,-1.8760442,7.7829876,-1.8760442,7.7829876,1.8760442,-7.7726827,110.5
241.0,273.0,0.74225396,-7.12533,-0.74225396,7.25653,-0.74225396,7.25653,0.74225396,-7.12533,274.0
241.0,281.0,1.1394913,-11.046433,-1.1394913,11.131953,-1.1394913,11.131953,1.1394913,-11.046433,274.0
241.0,1260.0,0.7072136,-6.942136,-0.7072136,7.072136,-0.7072136,7.072136,0.7072136,-6.942136,325.0
247.0,242.0,2.1591961,-12.324072,-2.1591961,12.329982,-2.1591961,12.329982,2.1591961,-12.324072,49.0
337.0,242.0,1.9142774,-13.3340025,-1.9142774,13.340007,-1.9142774,13.340007,1.9142774,-13.3340025,110.5
337.0,242.0,1.9142774,-13.3340025,-1.9142774,13.340007,-1.9142774,13.340007,1.9142774,-13.3340025,110.5
272.0,244.0,1.8593146,-12.94567,-1.8593146,12.951855,-1.8593146,12.951855,1.8593146,-12.94567,110.5
961.0,244.0,2.3031623,-10.255657,-2.3031623,10.262457,-2.3031623,10.262457,2.3031623,-10.255657,74.5
256.0,245.0,2.169061,-5.2908397,-2.169061,5.3014197,-2.169061,5.3014197,2.169061,-5.2908397,49.0
308.0,245.0,2.4144368,-13.778344,-2.4144368,13.783634,-2.4144368,13.783634,2.4144368,-13.778344,49.0
272.0,246.0,2.894764,-12.895168,-2.894764,12.9005785,-2.894764,12.9005785,2.894764,-12.895168,74.5
246.0,290.0,1.4740872,-3.5876582,-1.4740872,3.603223,-1.4740872,3.603223,1.4740872,-3.5876582,49.0
246.0,338.0,0.7688694,-4.6030793,-0.7688694,4.6173797,-0.7688694,4.6173797,0.7688694,-4.6030793,49.0
258.0,248.0,2.5689151,-6.269771,-2.5689151,6.278701,-2.5689151,6.278701,2.5689151,-6.269771,49.0
248.0,259.0,1.3692088,-5.666565,-1.3692088,5.68068,-1.3692088,5.68068,1.3692088,-5.666565,74.5
248.0,324.0,1.7679406,-7.7245197,-1.7679406,7.733875,-1.7679406,7.733875,1.7679406,-7.7245197,74.5
249.0,959.0,8.43191,-60.34577,-8.43191,60.360588,-8.43191,60.360588,8.43191,-60.34577,221.5
250.0,325.0,5.987346,-14.378231,-5.987346,14.382251,-5.987346,14.382251,5.987346,-14.378231,110.5
370.0,252.0,2.5046988,-14.30355,-2.5046988,14.308645,-2.5046988,14.308645,2.5046988,-14.30355,125.0
252.0,805.0,4.45399,-18.48044,-4.45399,18.484781,-4.45399,18.484781,4.45399,-18.48044,74.5
253.0,295.0,3.3578088,-19.183136,-3.3578088,19.186937,-3.3578088,19.186937,3.3578088,-19.183136,95.0
337.0,253.0,2.0753617,-8.600377,-2.0753617,8.609693,-2.0753617,8.609693,2.0753617,-8.600377,74.5
277.0,254.0,4.360493,-10.653281,-4.360493,10.658542,-4.360493,10.658542,4.360493,-10.653281,49.0
254.0,293.0,3.841916,-9.386181,-3.841916,9.392151,-3.841916,9.392151,3.841916,-9.386181,75.0
254.0,363.0,2.396315,-10.474229,-2.396315,10.481133,-2.396315,10.481133,2.396315,-10.474229,74.5
255.0,317.0,3.4570448,-24.101118,-3.4570448,24.104439,-3.4570448,24.104439,3.4570448,-24.101118,125.0
322.0,255.0,7.0610795,-30.893648,-7.0610795,30.895988,-7.0610795,30.895988,7.0610795,-30.893648,74.5
359.0,256.0,21.219513,-50.974476,-21.219513,50.97561,-21.219513,50.97561,21.219513,-50.974476,125.0
258.0,289.0,1.7237971,-4.200324,-1.7237971,4.213634,-1.7237971,4.213634,1.7237971,-4.200324,49.0
259.0,289.0,0.86624664,-4.932507,-0.86624664,4.947242,-0.86624664,4.947242,0.86624664,-4.932507,49.0
301.0,260.0,8.270729,-80.90905,-8.270729,80.920815,-8.270729,80.920815,8.270729,-80.90905,274.0
260.0,311.0,1.1579235,-11.231165,-1.1579235,11.315305,-1.1579235,11.315305,1.1579235,-11.231165,274.0
261.0,303.0,3.8769708,-22.127747,-3.8769708,22.131042,-3.8769708,22.131042,3.8769708,-22.127747,49.0
308.0,261.0,5.7421756,-34.438946,-5.7421756,34.44086,-5.7421756,34.44086,5.7421756,-34.438946,125.0
295.0,263.0,2.4886105,-10.317825,-2.4886105,10.32559,-2.4886105,10.32559,2.4886105,-10.317825,74.5
362.0,263.0,2.4954865,-11.111748,-2.4954865,11.118028,-2.4954865,11.118028,2.4954865,-11.111748,125.0
264.0,269.0,7.568175,-48.79777,-7.568175,48.826935,-7.568175,48.826935,7.568175,-48.79777,410.0
264.0,281.0,5.529202,-39.510384,-5.529202,39.532997,-5.529202,39.532997,5.529202,-39.510384,375.0
265.0,287.0,2.2345517,-9.949553,-2.2345517,9.956563,-2.2345517,9.956563,2.2345517,-9.949553,110.5
334.0,265.0,4.4371624,-19.764624,-4.4371624,19.768154,-4.4371624,19.768154,4.4371624,-19.764624,110.5
269.0,301.0,3.2753053,-31.99778,-3.2753053,32.027508,-3.2753053,32.027508,3.2753053,-31.99778,410.0
305.0,269.0,3.303844,-32.291218,-3.303844,32.32067,-3.303844,32.32067,3.303844,-32.291218,375.0
270.0,287.0,6.187805,-20.337524,-6.187805,20.339754,-6.187805,20.339754,6.187805,-20.337524,110.5
352.0,270.0,6.7739344,-16.5569,-6.7739344,16.560286,-6.7739344,16.560286,6.7739344,-16.5569,110.5
271.0,609.0,6.462605,-76.06124,-6.462605,76.37624,-6.462605,76.37624,6.462605,-76.06124,1147.5
271.0,609.0,6.462605,-76.06124,-6.462605,76.37624,-6.462605,76.37624,6.462605,-76.06124,1147.5
271.0,609.0,6.462605,-76.06124,-6.462605,76.37624,-6.462605,76.37624,6.462605,-76.06124,1147.5
271.0,684.0,5.734704,-65.65966,-5.734704,66.16966,-5.734704,66.16966,5.734704,-65.65966,1147.5
271.0,958.0,5.734704,-65.65966,-5.734704,66.16966,-5.734704,66.16966,5.734704,-65.65966,1010.0
383.0,273.0,0.6223131,-5.925304,-0.6223131,6.081849,-0.6223131,6.081849,0.6223131,-5.925304,274.0
275.0,316.0,0.72390795,-4.3321476,-0.72390795,4.3473325,-0.72390795,4.3473325,0.72390795,-4.3321476,49.0
275.0,330.0,1.6574672,-9.943256,-1.6574672,9.949891,-1.6574672,9.949891,1.6574672,-9.943256,49.0
281.0,276.0,3.30033,-32.9733,-3.30033,33.0033,-3.30033,33.0033,3.30033,-32.9733,500.0
305.0,276.0,6.776022,-66.408516,-6.776022,66.42285,-6.776022,66.42285,6.776022,-66.408516,274.0
276.0,311.0,2.746608,-28.528759,-2.746608,28.587818,-2.746608,28.587818,2.746608,-28.528759,375.0
276.0,311.0,2.746608,-28.528759,-2.746608,28.587818,-2.746608,28.587818,2.746608,-28.528759,375.0
282.0,334.0,7.5029445,-18.330496,-7.5029445,18.333555,-7.5029445,18.333555,7.5029445,-18.330496,110.5
287.0,364.0,4.511759,-18.705807,-4.511759,18.710093,-4.511759,18.710093,4.511759,-18.705807,74.5
289.0,365.0,0.97922957,-5.5802135,-0.97922957,5.5932484,-0.97922957,5.5932484,0.97922957,-5.5802135,49.0
290.0,293.0,2.5306058,-14.450637,-2.5306058,14.455682,-2.5306058,14.455682,2.5306058,-14.450637,49.0
290.0,317.0,3.0404518,-13.547626,-3.0404518,13.552775,-3.0404518,13.552775,3.0404518,-13.547626,74.5
290.0,364.0,4.0833516,-18.18532,-4.0833516,18.18916,-4.0833516,18.18916,4.0833516,-18.18532,74.5
292.0,300.0,1.8603791,-10.617894,-1.8603791,10.624754,-1.8603791,10.624754,1.8603791,-10.617894,49.0
292.0,363.0,10.581401,-25.873028,-10.581401,25.875198,-10.581401,25.875198,10.581401,-25.873028,49.0
293.0,354.0,8.429647,-37.553772,-8.429647,37.555634,-8.429647,37.555634,8.429647,-37.553772,74.5
365.0,295.0,1.5188229,-8.667037,-1.5188229,8.675442,-1.5188229,8.675442,1.5188229,-8.667037,49.0
296.0,299.0,1.6275758,-9.769505,-1.6275758,9.776259,-1.6275758,9.776259,1.6275758,-9.769505,49.0
346.0,296.0,2.4549727,-14.013666,-2.4549727,14.018867,-2.4549727,14.018867,2.4549727,-14.013666,49.0
296.0,371.0,0.90505177,-5.1553817,-0.90505177,5.1694818,-0.90505177,5.1694818,0.90505177,-5.1553817,49.0
355.0,298.0,1.8911421,-4.6102133,-1.8911421,4.6223483,-1.8911421,4.6223483,1.8911421,-4.6102133,49.0
298.0,361.0,1.9193612,-4.67956,-1.9193612,4.691515,-1.9193612,4.691515,1.9193612,-4.67956,49.0
300.0,322.0,5.028328,-28.729548,-5.028328,28.732086,-5.028328,28.732086,5.028328,-28.729548,110.5
300.0,354.0,3.1486897,-14.024578,-3.1486897,14.029552,-3.1486897,14.029552,3.1486897,-14.024578,125.0
301.0,356.0,4.5679936,-32.633778,-4.5679936,32.66115,-4.5679936,32.66115,4.5679936,-32.633778,261.5
357.0,302.0,3.635578,-16.007559,-3.635578,16.021374,-3.635578,16.021374,3.635578,-16.007559,93.5
360.0,306.0,6.0255938,-26.359228,-6.0255938,26.361973,-6.0255938,26.361973,6.0255938,-26.359228,74.5
308.0,351.0,20.77019,-50.780502,-20.77019,50.781605,-20.77019,50.781605,20.77019,-50.780502,49.0
959.0,311.0,3.8803039,-40.234657,-3.8803039,40.276573,-3.8803039,40.276573,3.8803039,-40.234657,375.0
959.0,311.0,3.8803039,-40.234657,-3.8803039,40.276573,-3.8803039,40.276573,3.8803039,-40.234657,375.0
313.0,312.0,1.476998,-38.793804,-1.476998,38.793804,-1.476998,38.793804,1.476998,-38.793804,138.5
312.0,898.0,3.0064852,-17.615759,-3.0064852,17.629519,-3.0064852,17.629519,3.0064852,-17.615759,204.5
325.0,314.0,6.7014966,-40.27402,-6.7014966,40.27566,-6.7014966,40.27566,6.7014966,-40.27402,49.0
314.0,348.0,12.690089,-30.480486,-12.690089,30.48238,-12.690089,30.48238,12.690089,-30.480486,49.0
360.0,317.0,7.967704,-19.469303,-7.967704,19.472183,-7.967704,19.472183,7.967704,-19.469303,110.5
356.0,319.0,5.045192,-36.061623,-5.045192,36.086395,-5.045192,36.086395,5.045192,-36.061623,221.5
332.0,320.0,6.217961,-43.29429,-6.217961,43.29614,-6.217961,43.29614,6.217961,-43.29429,170.0
322.0,323.0,2.5650034,-11.42456,-2.5650034,11.430665,-2.5650034,11.430665,2.5650034,-11.42456,125.0
323.0,325.0,1.8822939,-11.036791,-1.8822939,11.04279,-1.8822939,11.04279,1.8822939,-11.036791,49.0
348.0,323.0,3.0661032,-13.405968,-3.0661032,13.411363,-3.0661032,13.411363,3.0661032,-13.405968,74.5
327.0,324.0,2.1329238,-12.173851,-2.1329238,12.179835,-2.1329238,12.179835,2.1329238,-12.173851,49.0
1407.0,324.0,4.276751,-10.447356,-4.276751,10.452722,-4.276751,10.452722,4.276751,-10.447356,49.0
1205.0,327.0,2.6867788,-11.965012,-2.6867788,11.970841,-2.6867788,11.970841,2.6867788,-11.965012,74.5
331.0,370.0,4.177523,-10.205828,-4.177523,10.211317,-4.177523,10.211317,4.177523,-10.205828,49.0
331.0,1114.0,1.4618547,-8.341953,-1.4618547,8.350683,-1.4618547,8.350683,1.4618547,-8.341953,49.0
339.0,338.0,2.5970438,-10.765067,-2.5970438,10.772512,-2.5970438,10.772512,2.5970438,-10.765067,110.5
339.0,359.0,2.3094666,-13.86588,-2.3094666,13.870641,-2.3094666,13.870641,2.3094666,-13.86588,110.5
371.0,342.0,1.2180407,-7.305818,-1.2180407,7.3148427,-1.2180407,7.3148427,1.2180407,-7.305818,49.0
557.0,342.0,1.1017423,-6.280587,-1.1017423,6.2921724,-1.1017423,6.2921724,1.1017423,-6.280587,49.0
344.0,352.0,5.7608514,-23.885458,-5.7608514,23.888813,-5.7608514,23.888813,5.7608514,-23.885458,74.5
344.0,368.0,1.6325866,-7.266425,-1.6325866,7.2760205,-1.6325866,7.2760205,1.6325866,-7.266425,74.5
349.0,346.0,2.4149203,-5.8939548,-2.4149203,5.903455,-2.4149203,5.903455,2.4149203,-5.8939548,49.0
1335.0,347.0,1.7435102,-9.678168,-1.7435102,9.686168,-1.7435102,9.686168,1.7435102,-9.678168,50.0
349.0,1108.0,3.4830515,-8.359476,-3.4830515,8.366386,-3.4830515,8.366386,3.4830515,-8.359476,49.0
364.0,350.0,8.060336,-35.91058,-8.060336,35.912525,-8.060336,35.912525,8.060336,-35.91058,110.5
355.0,367.0,3.393641,-8.288182,-3.393641,8.294942,-3.393641,8.294942,3.393641,-8.288182,49.0
358.0,357.0,0.20135231,-4.451594,-0.20135231,4.451594,-0.20135231,4.451594,0.20135231,-4.451594,100.0
361.0,365.0,1.1740668,-6.693908,-1.1740668,6.704783,-1.1740668,6.704783,1.1740668,-6.693908,49.0
361.0,369.0,1.3520119,-5.901437,-1.3520119,5.913672,-1.3520119,5.913672,1.3520119,-5.901437,74.5
367.0,366.0,3.2125328,-7.8453183,-3.2125328,7.852458,-3.2125328,7.852458,3.2125328,-7.8453183,49.0
372.0,409.0,1.9361918,-12.498523,-1.9361918,12.505973,-1.9361918,12.505973,1.9361918,-12.498523,125.0
472.0,372.0,2.792064,-18.0333,-2.792064,18.038465,-2.792064,18.038465,2.792064,-18.0333,110.5
472.0,372.0,2.792064,-18.0333,-2.792064,18.038465,-2.792064,18.038465,2.792064,-18.0333,110.5
497.0,372.0,1.5579845,-10.845616,-1.5579845,10.852997,-1.5579845,10.852997,1.5579845,-10.845616,110.5
383.0,373.0,1.650165,-16.44415,-1.650165,16.50165,-1.650165,16.50165,1.650165,-16.44415,274.0
482.0,373.0,4.221065,-30.100958,-4.221065,30.130629,-4.221065,30.130629,4.221065,-30.100958,221.5
391.0,374.0,2.0082502,-8.322337,-2.0082502,8.331962,-2.0082502,8.331962,2.0082502,-8.322337,74.5
483.0,374.0,1.4949136,-8.531037,-1.4949136,8.539572,-1.4949136,8.539572,1.4949136,-8.531037,110.5
375.0,380.0,1.8465781,-8.067931,-1.8465781,8.076892,-1.8465781,8.076892,1.8465781,-8.067931,74.5
375.0,566.0,3.239924,-22.551304,-3.239924,22.554855,-3.239924,22.554855,3.239924,-22.551304,110.5
376.0,396.0,7.759154,-46.5758,-7.759154,46.57722,-7.759154,46.57722,7.759154,-46.5758,110.5
376.0,403.0,5.4871864,-24.460066,-5.4871864,24.462921,-5.4871864,24.462921,5.4871864,-24.460066,74.5
376.0,491.0,10.212876,-45.53178,-10.212876,45.533314,-10.212876,45.533314,10.212876,-45.53178,110.5
377.0,1161.0,2.1836896,-12.461854,-2.1836896,12.467699,-2.1836896,12.467699,2.1836896,-12.461854,49.0
1204.0,377.0,3.2342296,-14.409524,-3.2342296,14.414364,-3.2342296,14.414364,3.2342296,-14.409524,74.5
377.0,1395.0,4.0876417,-18.202536,-4.0876417,18.20637,-4.0876417,18.20637,4.0876417,-18.202536,74.5
521.0,378.0,4.3256984,-27.91418,-4.3256984,27.917517,-4.3256984,27.917517,4.3256984,-27.91418,110.5
521.0,378.0,4.3256984,-27.91418,-4.3256984,27.917517,-4.3256984,27.917517,4.3256984,-27.91418,110.5
534.0,378.0,7.4498925,-48.05578,-7.4498925,48.05772,-7.4498925,48.05772,7.4498925,-48.05578,110.5
534.0,378.0,7.4498925,-48.05578,-7.4498925,48.05772,-7.4498925,48.05772,7.4498925,-48.05578,110.5
380.0,554.0,1.5954657,-6.9697976,-1.5954657,6.980162,-1.5954657,6.980162,1.5954657,-6.9697976,74.5
403.0,381.0,1.6602181,-9.963883,-1.6602181,9.970504,-1.6602181,9.970504,1.6602181,-9.963883,110.5
381.0,472.0,1.1970822,-6.8259506,-1.1970822,6.8366156,-1.1970822,6.8366156,1.1970822,-6.8259506,110.5
381.0,490.0,2.0828118,-12.499626,-2.0828118,12.504907,-2.0828118,12.504907,2.0828118,-12.499626,49.0
381.0,540.0,1.9153758,-8.529103,-1.9153758,8.537278,-1.9153758,8.537278,1.9153758,-8.529103,110.5
382.0,458.0,1.6292161,-10.513591,-1.6292161,10.522446,-1.6292161,10.522446,1.6292161,-10.513591,125.0
476.0,382.0,5.463821,-13.354353,-5.463821,13.358553,-5.463821,13.358553,5.463821,-13.354353,49.0
382.0,491.0,9.512196,-54.388905,-9.512196,54.390244,-9.512196,54.390244,9.512196,-54.388905,49.0
383.0,500.0,1.1509151,-8.115254,-1.1509151,8.223975,-1.1509151,8.223975,1.1509151,-8.115254,221.5
557.0,384.0,0.7628576,-4.5659647,-0.7628576,4.58038,-0.7628576,4.58038,0.7628576,-4.5659647,49.0
385.0,392.0,2.1974144,-13.190218,-2.1974144,13.195223,-2.1974144,13.195223,2.1974144,-13.190218,49.0
486.0,385.0,3.2130835,-13.323864,-3.2130835,13.329879,-3.2130835,13.329879,3.2130835,-13.323864,74.5
450.0,386.0,9.264343,-64.67839,-9.264343,64.67963,-9.264343,64.67963,9.264343,-64.67839,110.5
450.0,386.0,9.264343,-64.67839,-9.264343,64.67963,-9.264343,64.67963,9.264343,-64.67839,110.5
386.0,456.0,8.441597,-37.61378,-8.441597,37.615635,-8.441597,37.615635,8.441597,-37.61378,74.5
386.0,492.0,4.1070023,-28.59596,-4.1070023,28.59876,-4.1070023,28.59876,4.1070023,-28.59596,110.5
387.0,406.0,3.499673,-15.584508,-3.499673,15.588987,-3.499673,15.588987,3.499673,-15.584508,74.5
518.0,387.0,3.2556643,-14.506341,-3.2556643,14.511151,-3.2556643,14.511151,3.2556643,-14.506341,74.5
388.0,436.0,2.2842095,-15.593897,-2.2842095,15.599237,-2.2842095,15.599237,2.2842095,-15.593897,110.5
388.0,436.0,2.2842095,-15.593897,-2.2842095,15.599237,-2.2842095,15.599237,2.2842095,-15.593897,110.5
388.0,490.0,7.0772395,-17.295126,-7.0772395,17.298367,-7.0772395,17.298367,7.0772395,-17.295126,49.0
420.0,389.0,1.3092575,-8.935648,-1.3092575,8.944959,-1.3092575,8.944959,1.3092575,-8.935648,110.5
420.0,389.0,1.3092575,-8.935648,-1.3092575,8.944959,-1.3092575,8.944959,1.3092575,-8.935648,110.5
389.0,492.0,5.9748187,-26.612476,-5.9748187,26.615103,-5.9748187,26.615103,5.9748187,-26.612476,74.5
519.0,389.0,4.829875,-33.64498,-4.829875,33.64736,-4.829875,33.64736,4.829875,-33.64498,110.5
519.0,389.0,4.829875,-33.64498,-4.829875,33.64736,-4.829875,33.64736,4.829875,-33.64498,110.5
458.0,390.0,4.079078,-17.828104,-4.079078,17.832165,-4.079078,17.832165,4.079078,-17.828104,74.5
390.0,536.0,4.9709916,-22.142231,-4.9709916,22.145382,-4.9709916,22.145382,4.9709916,-22.142231,74.5
556.0,391.0,2.19547,-9.09963,-2.19547,9.108436,-2.19547,9.108436,2.19547,-9.09963,74.5
1161.0,392.0,3.4530563,-8.433882,-3.4530563,8.440527,-3.4530563,8.440527,3.4530563,-8.433882,49.0
500.0,393.0,1.6943043,-16.50844,-1.6943043,16.565916,-1.6943043,16.565916,1.6943043,-16.50844,323.5
1312.0,393.0,2.549234,-18.16068,-2.549234,18.20978,-2.549234,18.20978,2.549234,-18.16068,221.5
394.0,486.0,7.639457,-49.293762,-7.639457,49.29565,-7.639457,49.29565,7.639457,-49.293762,130.0
396.0,457.0,7.6203833,-51.98819,-7.6203833,51.989788,-7.6203833,51.989788,7.6203833,-51.98819,110.5
396.0,457.0,7.6203833,-51.98819,-7.6203833,51.989788,-7.6203833,51.989788,7.6203833,-51.98819,110.5
397.0,1450.0,6.7075987,-47.943035,-6.7075987,47.961678,-6.7075987,47.961678,6.7075987,-47.943035,221.5
397.0,1681.0,31.887392,-335.95142,-31.887392,335.95645,-31.887392,335.95645,31.887392,-335.95142,375.0
397.0,1681.0,31.887392,-335.95142,-31.887392,335.95645,-31.887392,335.95645,31.887392,-335.95142,375.0
398.0,1302.0,1.9477781,-12.5777445,-1.9477781,12.585144,-1.9477781,12.585144,1.9477781,-12.5777445,110.5
1682.0,398.0,15.41276,-67.55579,-15.41276,67.55686,-15.41276,67.55686,15.41276,-67.55579,74.5
400.0,412.0,1.205001,-5.257747,-1.205001,5.271477,-1.205001,5.271477,1.205001,-5.257747,74.5
516.0,400.0,2.4194155,-10.575892,-2.4194155,10.582733,-2.4194155,10.582733,2.4194155,-10.575892,74.5
420.0,401.0,6.8006816,-16.616215,-6.8006816,16.619589,-6.8006816,16.619589,6.8006816,-16.616215,49.0
510.0,401.0,2.4828098,-11.057687,-2.4828098,11.063997,-2.4828098,11.063997,2.4828098,-11.057687,74.5
402.0,470.0,13.38489,-59.4869,-13.38489,59.4884,-13.38489,59.4884,13.38489,-59.4869,75.0
402.0,516.0,2.0523272,-14.289777,-2.0523272,14.295377,-2.0523272,14.295377,2.0523272,-14.289777,110.5
402.0,516.0,2.0523272,-14.289777,-2.0523272,14.295377,-2.0523272,14.295377,2.0523272,-14.289777,110.5
402.0,559.0,13.815842,-57.350002,-13.815842,57.351402,-13.815842,57.351402,13.815842,-57.350002,74.5
403.0,523.0,1.3927479,-9.506506,-1.3927479,9.515261,-1.3927479,9.515261,1.3927479,-9.506506,110.5
433.0,404.0,10.854091,-45.023388,-10.854091,45.02517,-10.854091,45.02517,10.854091,-45.023388,74.5
404.0,519.0,5.898034,-14.412448,-5.898034,14.416338,-5.898034,14.416338,5.898034,-14.412448,49.0
501.0,405.0,1.387696,-6.172492,-1.387696,6.183782,-1.387696,6.183782,1.387696,-6.172492,74.5
405.0,558.0,2.4296591,-5.929447,-2.4296591,5.9388924,-2.4296591,5.9388924,2.4296591,-5.929447,49.0
406.0,423.0,2.7683182,-16.617296,-2.7683182,16.621265,-2.7683182,16.621265,2.7683182,-16.617296,49.0
468.0,406.0,3.0700405,-13.427229,-3.0700405,13.432614,-3.0700405,13.432614,3.0700405,-13.427229,74.5
423.0,407.0,2.4705384,-14.825561,-2.4705384,14.830011,-2.4705384,14.830011,2.4705384,-14.825561,49.0
407.0,494.0,1.8181312,-10.380236,-1.8181312,10.387256,-1.8181312,10.387256,1.8181312,-10.380236,49.0
407.0,547.0,4.5076203,-11.012435,-4.5076203,11.017526,-4.5076203,11.017526,4.5076203,-11.012435,49.0
442.0,408.0,43.426765,-442.15964,-43.426765,442.16345,-43.426765,442.16345,43.426765,-442.15964,375.0
442.0,408.0,43.426765,-442.15964,-43.426765,442.16345,-43.426765,442.16345,43.426765,-442.15964,375.0
408.0,520.0,1.1974987,-12.318431,-1.1974987,12.453986,-1.1974987,12.453986,1.1974987,-12.318431,375.0
408.0,520.0,1.1974987,-12.318431,-1.1974987,12.453986,-1.1974987,12.453986,1.1974987,-12.318431,375.0
408.0,520.0,1.1974987,-12.318431,-1.1974987,12.453986,-1.1974987,12.453986,1.1974987,-12.318431,375.0
443.0,409.0,15.782408,-102.051544,-15.782408,102.05246,-15.782408,102.05246,15.782408,-102.051544,125.0
443.0,409.0,15.782408,-102.051544,-15.782408,102.05246,-15.782408,102.05246,15.782408,-102.051544,125.0
443.0,409.0,15.782408,-102.051544,-15.782408,102.05246,-15.782408,102.05246,15.782408,-102.051544,125.0
448.0,409.0,4.411433,-30.751938,-4.411433,30.754543,-4.411433,30.754543,4.411433,-30.751938,150.0
448.0,409.0,4.411433,-30.751938,-4.411433,30.754543,-4.411433,30.754543,4.411433,-30.751938,150.0
448.0,409.0,4.411433,-30.751938,-4.411433,30.754543,-4.411433,30.754543,4.411433,-30.751938,150.0
442.0,410.0,4.8457756,-50.23496,-4.8457756,50.268547,-4.8457756,50.268547,4.8457756,-50.23496,410.0
442.0,410.0,4.8457756,-50.23496,-4.8457756,50.268547,-4.8457756,50.268547,4.8457756,-50.23496,410.0
457.0,411.0,7.5043855,-48.4639,-7.5043855,48.46582,-7.5043855,48.46582,7.5043855,-48.4639,125.0
457.0,411.0,7.5043855,-48.4639,-7.5043855,48.46582,-7.5043855,48.46582,7.5043855,-48.4639,125.0
476.0,411.0,7.853619,-50.730434,-7.853619,50.73227,-7.853619,50.73227,7.853619,-50.730434,110.5
476.0,411.0,7.853619,-50.730434,-7.853619,50.73227,-7.853619,50.73227,7.853619,-50.730434,110.5
412.0,488.0,3.9357982,-17.53585,-3.9357982,17.53983,-3.9357982,17.53983,3.9357982,-17.53585,74.5
413.0,488.0,7.941971,-54.268597,-7.941971,54.270134,-7.941971,54.270134,7.941971,-54.268597,110.5
554.0,413.0,1.5379258,-6.8436255,-1.5379258,6.853811,-1.5379258,6.853811,1.5379258,-6.8436255,74.5
417.0,523.0,5.153389,-35.161934,-5.153389,35.164303,-5.153389,35.164303,5.153389,-35.161934,110.5
417.0,524.0,6.0355477,-42.012714,-6.0355477,42.014618,-6.0355477,42.014618,6.0355477,-42.012714,110.5
417.0,524.0,6.0355477,-42.012714,-6.0355477,42.014618,-6.0355477,42.014618,6.0355477,-42.012714,110.5
455.0,418.0,5.3626785,-23.443447,-5.3626785,23.446533,-5.3626785,23.446533,5.3626785,-23.443447,74.5
